t_half_d,AUC_TO_d,peak_TO,days_TO_gt30,days_TO_gt50,species,format,dose_nmol,dose_mg
2.0021612981360417,0.9506595371864509,0.16230549167571068,0.0,0.0,rabbit,naked,17.4,0.522
2.669523077912269,0.7904655712246628,0.11338978330097357,0.0,0.0,rabbit,fab,17.4,1.392
2.9477914768168105,1.6706302889932563,0.2223486309842785,0.0,0.0,rabbit,fc,17.4,2.001
1.9369980607104686,1.5982335158323824,0.26180006105346976,0.0,0.0,human,naked,46.4,1.392
2.6132909874192105,1.3389030575437004,0.18761833890212776,0.0,0.0,human,fab,46.4,3.712
2.9055778538273698,2.960258492258378,0.3745892367915834,4.202801867911941,0.0,human,fc,46.4,5.336
