peak_TO,AUC_TO_d,format,regimen,dose_nmol,dose_mg
0.5251049165953012,4.102608302194432,naked,equal_mg,66.66666666666667,2.0
0.16222603454335383,0.9501532026481467,naked,equimolar,17.391304347826086,0.5217391304347827
0.1630233311326937,1.164140156742977,fab,equal_mg,25.0,2.0
0.11333558768897789,0.7900485290761469,fab,equimolar,17.391304347826086,1.391304347826087
0.22223174501648246,1.669695995530461,fc,equal_mg,17.391304347826086,2.0
0.22223174501648246,1.669695995530461,fc,equimolar,17.391304347826086,2.0
